Organisation,SctrCluster,SubSctr,Cntry,Region,Province,Municipality,Barangay,PlaceName,Activity,MtrlsSrcPrvd,PrmryBnfcry,Status,ProvinceCODE,PCODE,MncpltyCODE,MncpltyCODE,BarangayCODE,N.PrmyBnfcrs,StartDate,EndDate
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,SAN ROQUE (POB.),Alangalang I Central School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83702000,83702000,43430010,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,BUNTAY (POB.),Tanauan I Central School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Planned,83700000,837,83748000,83748000,83701015,,,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,BUNTAY (POB.),Tanauan I Central School,Distribution of pedagogical materials,SIB,Students,Planned,83700000,837,83748000,83748000,83701015,,,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,BUNTAY (POB.),Tanauan I Central School,ECCD activities,ECD kit,Children,Planned,83700000,837,83748000,83748000,83701015,,,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,BUNTAY (POB.),Tanauan I Central School,Distribution of recreational materials,Recreational kit,Students,Planned,83700000,837,83748000,83748000,83701015,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PONTEVEDRA,Lantangan,Langtangan ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Completed,61900000,619,61912000,61912000,61912015,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,DAO,Nasunogan,Nasunogan ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Completed,61900000,619,61902000,61902000,175902009,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PANAY,Bantique,Bantique ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Completed,61900000,619,61909000,61909000,61909009,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Balijuagan,Balijuagan ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Completed,61900000,619,61914000,61914000,61914003,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),No Data,Don Manuel Arnaldo MS,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,61900000,619,61914000,61914000,,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Loctugan,Loctugan ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,61900000,619,61914000,61914000,61914036,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,Poblacion Zone 1,Estancia Central School,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,63000000,630,63019000,63019000,83708092,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Hacienda Conchita,Conchita Elementary School,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,63000000,630,63038000,63038000,63038012,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,CARLES,Bito-on,Bito-on Elementary School,Temporary Learning Spaces (TLS),Tent Provision,Students,Completed,63000000,630,63014000,63014000,104205003,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ANTIQUE,CULASI,Lipata,Lipata-Lamputong ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,60600000,606,60606000,60606000,45629008,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ANTIQUE,HAMTIC,No Data,Paz ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,60600000,606,60608000,60608000,,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ANTIQUE,SEBASTE,Nauhon,Nauhon ES,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,60600000,606,60615000,60615000,60615007,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),No Data,Pawa National Highschool,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,61900000,619,61914000,61914000,,,,
UNICEF,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,CUARTERO,Angub,Angub Elementary School,Temporary Learning Spaces (TLS),Tent Provision,Students,Planned,61900000,619,61901000,61901000,61901004,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,JULITA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83725000,83725000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83735000,83735000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83718000,83718000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83749000,83749000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83747000,83747000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83738000,83738000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,HINDANG,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83720000,83720000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALBUERA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83703000,83703000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MERIDA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83736000,83736000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,INOPACAN,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83721000,83721000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MATAG-OB,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83733000,83733000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,VILLABA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83751000,83751000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DAGAMI,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83717000,83717000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TABONTABON,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,83700000,837,83746000,83746000,,,,
WVI,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA RITA,No Data,No Data,Child Friendly Spaces (CFS),No Data,"Children, Students",Planned,86000000,860,86017000,86017000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,63000000,630,63019000,63019000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BINGAWAN,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,63000000,630,63010000,63010000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BAROTAC VIEJO,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,63000000,630,63008000,63008000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BANATE,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,63000000,630,63006000,63006000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PANITAN,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,61900000,619,61910000,61910000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,MA-AYON,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,61900000,619,61907000,61907000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),CAPIZ,PRESIDENT ROXAS,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,61900000,619,61913000,124713000,,,,
WVI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),AKLAN,BATAN,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,60400000,604,60404000,60404000,,,,
WVI,Education,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,TABOGON,No Data,No Data,Child Friendly Spaces (CFS),"Setting up CFS at schools that provide PSS; where schools are open, the CFS compliements school activities; where no school exists CFS tents will serve as classrooms","Children, Students",Ongoing,72200000,722,72248000,72248000,,,,
DSWD,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,DTM conducted in coordination with IOM in 4 evacuation centers in Cebu City (3 government and 1 unlisted site),No Data,No Data,Completed,72200000,722,No Data,No Data,No Data,,03.12.13,03.12.13
IOM,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,DTM conducted in coordination with IOM in 4 evacuation centers in Cebu City (3 government and 1 unlisted site),No Data,No Data,Completed,72200000,722,No Data,No Data,No Data,,03.12.13,03.12.13
IOM,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,"CCCM training for LGU and Brgy. Officials for Cebu City, Lapulapu City, and Manduae City",No Data,No Data,Completed,72200000,722,No Data,No Data,No Data,,30.11.13,30.11.13
IOM,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,CCCM training for LGU and Brgy. Officials,No Data,No Data,Planned,72200000,722,No Data,No Data,No Data,,12.12.13,12.12.13
IOM,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,DTM assessments to be conducted in coordination with DSWD in Northern Cebu in 4 municipalities and Bantayan Island,No Data,No Data,Planned,72200000,722,No Data,No Data,No Data,,05.12.13,06.12.13
DSWD,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,Coordinating with LGU to conduct CCCM trainings,No Data,No Data,Completed,72200000,722,No Data,No Data,No Data,,30.11.13,30.11.13
DSWD,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,Coordinating with LGU to conduct CCCM trainings,No Data,No Data,Planned,72200000,722,No Data,No Data,No Data,,12.12.13,12.12.13
OCHA,CCCM,No Data,Philippines,REGION VII (CENTRAL VISAYAS),CEBU,0,No Data,No Data,No Data,No Data,No Data,No Data,72200000,722,No Data,No Data,No Data,,,
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,"Resident mapping of ESSU tent city, operations",No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,,
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,Implement the Displacement Tracking Matrix in 11 sites with DSWD,No Data,No Data,Completed,82600000,826,82609000,No Data,No Data,,,01.12.13
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,Establish Migration Outflow Desk (MOD) in coordination with DSWD in Guiuan Airport,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,,
MSF,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,Develop ESSU tent city sanitation facilities in coordination with partners,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,,
Medical Teams International,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,No Data,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,,
Oxfam,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,Develop ESSU tent city sanitation facilities in coordination with partners,No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,,
DSWD,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,Implement the Displacement Tracking Matrix in 11 sites with IOM,No Data,No Data,Completed,82600000,826,82609000,No Data,No Data,,,01.12.13
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,"Monitoring the Guiuan, Salcedo, and other surrounding municipalities through the DTM",No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,02.12.13,
DSWD,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Eastern Samar,Guiuan,No Data,No Data,"Monitoring the Guiuan, Salcedo, and other surrounding municipalities through the DTM",No Data,No Data,Ongoing,82600000,826,82609000,No Data,No Data,,02.12.13,
DSWD,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Leyte,ORMOC CITY,No Data,No Data,Assist/coordinate the implementation of the Displacement Tracking Matrix with IOM (total of 17 municipalities),supervision of MOD and DTM,Internally Displaced Persons,Ongoing,83700000,837,83738000,No Data,No Data,,20.11.13,
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Leyte,ORMOC CITY,No Data,No Data,Implementing the Displacement Tracking Matrix in displacement sites in Ormoc and other surrounding municipalities (17 total mmunicipalities),"A follow up visits to EC was conducted in coordination with DSWD, Department of Education, UNHCR. A majority of EC has been closed due to the school opening on 2 December",Internally Displaced Persons,Completed,83700000,837,83738000,No Data,No Data,,20.11.13,01.12.13
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Leyte,ORMOC CITY,No Data,No Data,"Operating Migration Outflow Desk (MOD) in coordination with DSWD at regional and city levels to track IDP flows/migration, at the Ormoc Port, Bus Terminal and Airport.","MOD is oinging with 10 staff placed at the Port, Bus Terminal, aand Airport.",Internally Displaced Persons,Ongoing,83700000,837,83738000,No Data,No Data,,26.11.13,
IOM,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Leyte,ORMOC CITY,No Data,No Data,Monitoring the surrounding municipalities through the DTM,No Data,No Data,Ongoing,83700000,837,83738000,No Data,No Data,,02.12.13,
DSWD,CCCM,No Data,Philippines,REGION VIII (EASTERN VISAYAS),Leyte,ORMOC CITY,No Data,No Data,Monitoring the surrounding municipalities through the DTM,No Data,No Data,Ongoing,83700000,837,83738000,No Data,No Data,,02.12.13,
UNICEF,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,Deliver tarps and tents in Estancia evacuation centers for child friendly spaces,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,,18.11.13,
Humanity Purse,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,Deliver tarps for building of shelters in 2 evacuation centers in Ponte Vedra and 1 evacuation center in Pilar,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,,18.11.13,
SCI,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,Set up child friendly spaces in coordination with other CCCM partners,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,,18.11.13,
Canadian DART,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,"Repair rooms, build latrines, help setup tents in/around evacuation centers",No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,1991,18.11.13,
Canadian DART,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Pilar,No Data,No Data,"Repair rooms, build latrines, help setup tents in/around evacuation centers",No Data,No Data,Ongoing,61900000,619,61911000,No Data,No Data,1991,18.11.13,
Canadian DART,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Ponte Vedra,No Data,No Data,"Repair rooms, build latrines, help setup tents in/around evacuation centers",No Data,No Data,Ongoing,61900000,619,61912000,No Data,No Data,1991,18.11.13,
WVI,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,Set up child friendly spaces and facilitate activities for children,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,200,18.11.13,
DSWD,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,Manage registration and master list of families in evacuation centers,No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,,18.11.13,
DSWD,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Pilar,No Data,No Data,Manage registration and master list of families in evacuation centers,No Data,No Data,Ongoing,61900000,619,61911000,No Data,No Data,,18.11.13,
DSWD,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Ponte Vedra,No Data,No Data,Manage registration and master list of families in evacuation centers,No Data,No Data,Ongoing,61900000,619,61912000,No Data,No Data,,18.11.13,
IOM,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Iloilo,Estancia,No Data,No Data,"Deliver camp management kit (office supplies to write names of families,, etc) to enhance management of sites, assist/coordinate with DSWD to encode data and manage registration",No Data,No Data,Ongoing,63000000,630,63019000,No Data,No Data,,18.11.13,01.12.13
IOM,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Pilar,No Data,No Data,"Deliver camp management kit (office supplies to write names of families,, etc) to enhance management of sites, assist/coordinate with DSWD to encode data and manage registration",No Data,No Data,Ongoing,61900000,619,61911000,No Data,No Data,,18.11.13,01.12.13
IOM,CCCM,No Data,Philippines,REGION VI (WESTERN VISAYAS),Capiz,Ponte Vedra,No Data,No Data,"Deliver camp management kit (office supplies to write names of families,, etc) to enhance management of sites, assist/coordinate with DSWD to encode data and manage registration",No Data,No Data,Ongoing,61900000,619,61912000,No Data,No Data,,01.12.13,12.04.13
